application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,docs_submitted_at,background_clear_at,onboarding_started_at,scheduled_first_job_at,first_job_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-027222,LOC-20,Northeast,MGR-020,Cargo Van Driver,search_ads,6-10,full,2026-03-26,,,,,,signed_up,failed_knockout,,,
APP-027161,LOC-35,West,MGR-035,Car Courier,app_store_organic,0-5,partial,2026-03-26,2026-03-29,2026-04-01,2026-04-05,2026-04-09,2026-04-09,activated,,,,
APP-027282,LOC-26,South,MGR-026,Car Courier,paid_social,11-20,partial,2026-03-26,,,,,,signed_up,failed_knockout,,,
APP-029027,LOC-33,South,MGR-033,Car Courier,search_ads,11-20,partial,2026-03-26,2026-03-26,,,,,docs_submitted,abandoned_signup,,,
APP-029465,LOC-18,Northeast,MGR-018,Car Courier,search_ads,6-10,limited,2026-03-26,2026-03-29,2026-03-31,2026-04-04,2026-04-13,,onboarding_started,no_show_first_job,,,
APP-027252,LOC-16,Northeast,MGR-016,Scooter Courier,jobboard_a,6-10,full,2026-03-26,,,,,,signed_up,incomplete_application,,,
APP-029462,LOC-33,South,MGR-033,Cargo Van Driver,affiliate,11-20,full,2026-03-26,2026-03-28,2026-03-31,,,,background_clear,abandoned_signup,,,
APP-027243,LOC-26,South,MGR-026,Scooter Courier,paid_social,6-10,partial,2026-03-26,2026-03-28,2026-03-31,,,,background_clear,failed_vehicle_check,,,
APP-027227,LOC-22,South,MGR-022,Cargo Van Driver,worker_referral,0-5,partial,2026-03-26,2026-03-28,,,,,docs_submitted,abandoned_signup,,,
APP-027224,LOC-32,South,MGR-032,Shopper,affiliate,6-10,full,2026-03-26,,,,,,signed_up,docs_rejected,,,
APP-027219,LOC-31,South,MGR-031,Bike Courier,app_store_organic,11-20,full,2026-03-26,,,,,,signed_up,failed_knockout,,,
APP-029214,LOC-18,Northeast,MGR-018,Bike Courier,app_store_organic,6-10,full,2026-03-26,,,,,,signed_up,failed_knockout,,,
APP-028742,LOC-11,Midwest,MGR-011,Car Courier,paid_social,21-40,full,2026-03-26,,,,,,signed_up,incomplete_application,,,
APP-027853,LOC-01,Midwest,MGR-001,Scooter Courier,paid_social,0-5,limited,2026-03-26,,,,,,signed_up,docs_rejected,,,
APP-029218,LOC-24,South,MGR-024,Bike Courier,affiliate,11-20,partial,2026-03-26,,,,,,signed_up,abandoned_signup,,,
APP-029699,LOC-41,West,MGR-041,Shopper,jobboard_a,0-5,full,2026-03-26,2026-03-29,,,,,docs_submitted,abandoned_signup,,,
APP-027214,LOC-19,Northeast,MGR-019,Shopper,paid_social,21-40,partial,2026-03-26,,,,,,signed_up,failed_knockout,,,
APP-029578,LOC-24,South,MGR-024,Car Courier,affiliate,6-10,limited,2026-03-26,2026-03-29,2026-04-02,,,,background_clear,failed_background_check,,,
APP-029726,LOC-40,West,MGR-040,Car Courier,search_ads,0-5,partial,2026-03-26,2026-03-29,2026-04-09,,,,background_clear,failed_background_check,,,
APP-027198,LOC-34,West,MGR-034,Car Courier,paid_social,21-40,partial,2026-03-26,,,,,,signed_up,incomplete_application,,,
APP-027902,LOC-40,West,MGR-040,Car Courier,paid_social,11-20,partial,2026-03-26,,,,,,signed_up,docs_rejected,,,
APP-028250,LOC-41,West,MGR-041,Scooter Courier,paid_social,40+,limited,2026-03-26,2026-03-29,2026-04-03,2026-04-04,2026-04-12,,onboarding_started,no_show_first_job,,,
APP-029720,LOC-36,West,MGR-036,Car Courier,search_ads,0-5,full,2026-03-26,2026-03-26,,,,,docs_submitted,background_check_queue,,,
APP-027093,LOC-42,West,MGR-042,Shopper,affiliate,0-5,limited,2026-03-27,2026-03-29,2026-04-05,2026-04-08,2026-04-16,,onboarding_started,no_show_first_job,,,
APP-027399,LOC-04,Midwest,MGR-004,Shopper,affiliate,11-20,full,2026-03-27,2026-03-28,2026-04-03,2026-04-04,2026-04-15,2026-04-15,activated,,2026-04-28,13,found_other_job
APP-028662,LOC-36,West,MGR-036,Car Courier,jobboard_a,6-10,full,2026-03-27,2026-03-29,,,,,docs_submitted,background_check_queue,,,
APP-029787,LOC-26,South,MGR-026,Car Courier,paid_social,0-5,partial,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-029932,LOC-28,South,MGR-028,Car Courier,app_store_organic,11-20,full,2026-03-27,2026-03-29,2026-04-01,2026-04-03,2026-04-05,2026-04-05,activated,,,,
APP-029677,LOC-30,South,MGR-030,Bike Courier,jobboard_a,11-20,full,2026-03-27,2026-03-30,,,,,docs_submitted,unresponsive,,,
APP-026995,LOC-35,West,MGR-035,Car Courier,search_ads,0-5,partial,2026-03-27,2026-03-29,,,,,docs_submitted,no_onboarding_slot,,,
APP-027467,LOC-17,Northeast,MGR-017,Shopper,affiliate,11-20,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-026986,LOC-33,South,MGR-033,Car Courier,app_store_organic,6-10,full,2026-03-27,2026-03-29,2026-04-01,2026-04-04,2026-04-09,2026-04-09,activated,,,,
APP-028914,LOC-03,Midwest,MGR-003,Car Courier,app_store_organic,11-20,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-026981,LOC-23,South,MGR-023,Bike Courier,affiliate,21-40,full,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-029826,LOC-14,Northeast,MGR-014,Scooter Courier,jobboard_a,0-5,full,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-028682,LOC-35,West,MGR-035,Car Courier,worker_referral,11-20,partial,2026-03-27,2026-03-30,2026-04-04,,,,background_clear,failed_vehicle_check,,,
APP-029795,LOC-25,South,MGR-025,Bike Courier,app_store_organic,11-20,partial,2026-03-27,2026-03-27,2026-04-11,2026-04-15,2026-04-28,,onboarding_started,no_show_first_job,,,
APP-027180,LOC-05,Midwest,MGR-005,Car Courier,paid_social,0-5,full,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-029621,LOC-02,Midwest,MGR-002,Car Courier,affiliate,6-10,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-028750,LOC-30,South,MGR-030,Car Courier,worker_referral,6-10,full,2026-03-27,,,,,,signed_up,abandoned_signup,,,
APP-029644,LOC-40,West,MGR-040,Shopper,search_ads,6-10,full,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-029940,LOC-38,West,MGR-038,Cargo Van Driver,worker_referral,0-5,full,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-029049,LOC-33,South,MGR-033,Cargo Van Driver,app_store_organic,0-5,full,2026-03-27,2026-03-29,2026-04-03,,,,background_clear,abandoned_signup,,,
APP-027331,LOC-10,Midwest,MGR-010,Car Courier,search_ads,6-10,full,2026-03-27,2026-03-27,2026-04-02,2026-04-06,2026-04-18,2026-04-18,activated,,,,
APP-027375,LOC-30,South,MGR-030,Car Courier,affiliate,40+,partial,2026-03-27,2026-03-29,2026-04-01,2026-04-04,2026-04-16,,onboarding_started,no_show_first_job,,,
APP-029711,LOC-05,Midwest,MGR-005,Bike Courier,paid_social,6-10,full,2026-03-27,2026-03-28,2026-04-03,2026-04-06,2026-04-18,2026-04-18,activated,,,,
APP-028950,LOC-07,Midwest,MGR-007,Car Courier,worker_referral,0-5,limited,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-027432,LOC-07,Midwest,MGR-007,Bike Courier,paid_social,0-5,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-029773,LOC-40,West,MGR-040,Scooter Courier,paid_social,40+,full,2026-03-27,2026-03-27,,,,,docs_submitted,background_check_queue,,,
APP-027184,LOC-16,Northeast,MGR-016,Scooter Courier,affiliate,0-5,full,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-029747,LOC-11,Midwest,MGR-011,Car Courier,paid_social,6-10,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-029594,LOC-17,Northeast,MGR-017,Cargo Van Driver,jobboard_a,0-5,partial,2026-03-27,2026-03-30,2026-04-06,2026-04-10,2026-04-12,2026-04-12,activated,,,,
APP-029779,LOC-08,Midwest,MGR-008,Cargo Van Driver,search_ads,11-20,full,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-029590,LOC-01,Midwest,MGR-001,Shopper,affiliate,21-40,full,2026-03-27,2026-03-30,2026-04-02,,,,background_clear,failed_vehicle_check,,,
APP-027154,LOC-11,Midwest,MGR-011,Bike Courier,affiliate,11-20,full,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-029755,LOC-13,Northeast,MGR-013,Car Courier,paid_social,21-40,full,2026-03-27,2026-03-30,2026-04-01,,,,background_clear,failed_vehicle_check,,,
APP-027545,LOC-24,South,MGR-024,Car Courier,paid_social,11-20,full,2026-03-27,2026-03-29,2026-04-07,2026-04-08,2026-04-20,,onboarding_started,no_show_first_job,,,
APP-028001,LOC-26,South,MGR-026,Car Courier,search_ads,6-10,full,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-027928,LOC-16,Northeast,MGR-016,Shopper,search_ads,11-20,partial,2026-03-27,2026-03-28,2026-04-02,2026-04-04,2026-04-06,2026-04-06,activated,,,,
APP-028082,LOC-27,South,MGR-027,Car Courier,paid_social,11-20,limited,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-028473,LOC-20,Northeast,MGR-020,Car Courier,worker_referral,11-20,full,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-029235,LOC-17,Northeast,MGR-017,Cargo Van Driver,affiliate,21-40,full,2026-03-27,2026-03-30,2026-04-06,2026-04-11,2026-04-20,,onboarding_started,no_show_first_job,,,
APP-027785,LOC-33,South,MGR-033,Cargo Van Driver,jobboard_a,11-20,limited,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-030002,LOC-20,Northeast,MGR-020,Shopper,jobboard_a,6-10,limited,2026-03-27,2026-03-27,,,,,docs_submitted,no_onboarding_slot,,,
APP-029165,LOC-01,Midwest,MGR-001,Bike Courier,paid_social,40+,full,2026-03-27,2026-03-27,2026-03-29,2026-04-02,2026-04-04,2026-04-04,activated,,,,
APP-029135,LOC-34,West,MGR-034,Car Courier,paid_social,6-10,partial,2026-03-27,2026-03-30,2026-04-07,2026-04-10,2026-04-16,,onboarding_started,no_show_first_job,,,
APP-028058,LOC-20,Northeast,MGR-020,Bike Courier,paid_social,11-20,full,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-027772,LOC-23,South,MGR-023,Shopper,affiliate,0-5,limited,2026-03-27,2026-03-28,,,,,docs_submitted,abandoned_signup,,,
APP-028460,LOC-07,Midwest,MGR-007,Car Courier,app_store_organic,11-20,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-029464,LOC-09,Midwest,MGR-009,Shopper,paid_social,0-5,full,2026-03-27,2026-03-29,2026-04-02,2026-04-04,2026-04-10,2026-04-10,activated,,2026-04-26,16,voluntary_quit
APP-028033,LOC-11,Midwest,MGR-011,Cargo Van Driver,affiliate,11-20,full,2026-03-27,2026-03-28,2026-03-31,2026-04-02,2026-04-05,2026-04-05,activated,,,,
APP-029540,LOC-21,Northeast,MGR-021,Cargo Van Driver,paid_social,0-5,full,2026-03-27,2026-03-28,2026-04-01,2026-04-03,2026-04-14,,onboarding_started,no_show_first_job,,,
APP-028456,LOC-11,Midwest,MGR-011,Car Courier,app_store_organic,11-20,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-027645,LOC-41,West,MGR-041,Bike Courier,search_ads,0-5,partial,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-028215,LOC-07,Midwest,MGR-007,Bike Courier,worker_referral,11-20,limited,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-027646,LOC-20,Northeast,MGR-020,Car Courier,jobboard_a,11-20,limited,2026-03-27,2026-03-28,2026-04-01,2026-04-04,2026-04-07,2026-04-07,activated,,,,
APP-028449,LOC-24,South,MGR-024,Cargo Van Driver,worker_referral,6-10,full,2026-03-27,2026-03-30,,,,,docs_submitted,unresponsive,,,
APP-029506,LOC-13,Northeast,MGR-013,Scooter Courier,worker_referral,11-20,full,2026-03-27,2026-03-28,2026-04-04,,,,background_clear,unresponsive_after_clear,,,
APP-029150,LOC-21,Northeast,MGR-021,Car Courier,jobboard_a,11-20,partial,2026-03-27,2026-03-29,2026-04-01,2026-04-03,2026-04-15,,onboarding_started,no_show_first_job,,,
APP-029258,LOC-14,Northeast,MGR-014,Car Courier,worker_referral,6-10,partial,2026-03-27,2026-03-28,,,,,docs_submitted,background_check_queue,,,
APP-028429,LOC-35,West,MGR-035,Car Courier,search_ads,6-10,limited,2026-03-27,,,,,,signed_up,abandoned_signup,,,
APP-027718,LOC-11,Midwest,MGR-011,Shopper,search_ads,0-5,full,2026-03-27,2026-03-27,2026-03-30,2026-03-31,2026-04-13,,onboarding_started,no_show_first_job,,,
APP-028407,LOC-08,Midwest,MGR-008,Scooter Courier,paid_social,40+,full,2026-03-27,2026-03-28,,,,,docs_submitted,abandoned_signup,,,
APP-027971,LOC-12,Northeast,MGR-012,Bike Courier,paid_social,11-20,full,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-029245,LOC-22,South,MGR-022,Bike Courier,app_store_organic,6-10,full,2026-03-27,2026-03-27,2026-03-31,2026-03-31,2026-04-10,2026-04-10,activated,,,,
APP-027681,LOC-17,Northeast,MGR-017,Cargo Van Driver,search_ads,6-10,full,2026-03-27,2026-03-28,,,,,docs_submitted,abandoned_signup,,,
APP-029364,LOC-20,Northeast,MGR-020,Cargo Van Driver,jobboard_a,11-20,full,2026-03-27,2026-03-28,,,,,docs_submitted,abandoned_signup,,,
APP-028158,LOC-31,South,MGR-031,Shopper,paid_social,21-40,partial,2026-03-27,,,,,,signed_up,failed_knockout,,,
APP-029891,LOC-34,West,MGR-034,Bike Courier,search_ads,6-10,full,2026-03-27,2026-03-30,,,,,docs_submitted,abandoned_signup,,,
APP-027572,LOC-16,Northeast,MGR-016,Car Courier,affiliate,0-5,full,2026-03-27,2026-03-28,,,,,docs_submitted,abandoned_signup,,,
APP-027862,LOC-14,Northeast,MGR-014,Car Courier,app_store_organic,6-10,partial,2026-03-27,2026-03-28,2026-04-06,2026-04-07,2026-04-17,2026-04-17,activated,,,,
APP-029194,LOC-28,South,MGR-028,Bike Courier,paid_social,0-5,full,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-027864,LOC-09,Midwest,MGR-009,Shopper,search_ads,11-20,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-027865,LOC-42,West,MGR-042,Car Courier,affiliate,11-20,partial,2026-03-27,2026-03-29,,,,,docs_submitted,abandoned_signup,,,
APP-027873,LOC-40,West,MGR-040,Cargo Van Driver,jobboard_a,21-40,full,2026-03-27,,,,,,signed_up,abandoned_signup,,,
APP-028512,LOC-13,Northeast,MGR-013,Bike Courier,paid_social,11-20,full,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-028098,LOC-41,West,MGR-041,Scooter Courier,affiliate,21-40,full,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-030060,LOC-02,Midwest,MGR-002,Scooter Courier,app_store_organic,0-5,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-027921,LOC-30,South,MGR-030,Shopper,affiliate,0-5,partial,2026-03-27,2026-03-29,2026-04-02,2026-04-04,2026-04-09,2026-04-09,activated,,2026-04-13,4,voluntary_quit
APP-029314,LOC-05,Midwest,MGR-005,Cargo Van Driver,jobboard_a,0-5,full,2026-03-27,2026-03-28,2026-04-04,2026-04-06,2026-04-13,,onboarding_started,no_show_first_job,,,
APP-028145,LOC-25,South,MGR-025,Shopper,paid_social,0-5,full,2026-03-27,,,,,,signed_up,incomplete_application,,,
APP-029870,LOC-28,South,MGR-028,Scooter Courier,app_store_organic,11-20,full,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-028493,LOC-07,Midwest,MGR-007,Bike Courier,paid_social,11-20,full,2026-03-27,2026-03-28,,,,,docs_submitted,background_check_queue,,,
APP-027570,LOC-02,Midwest,MGR-002,Car Courier,worker_referral,40+,limited,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-028500,LOC-11,Midwest,MGR-011,Cargo Van Driver,affiliate,0-5,partial,2026-03-27,,,,,,signed_up,docs_rejected,,,
APP-028086,LOC-07,Midwest,MGR-007,Bike Courier,app_store_organic,6-10,full,2026-03-27,2026-03-28,,,,,docs_submitted,background_check_queue,,,
APP-029551,LOC-29,South,MGR-029,Cargo Van Driver,affiliate,0-5,full,2026-03-27,2026-03-30,2026-04-02,2026-04-05,2026-04-17,2026-04-17,activated,,2026-04-29,12,schedule_conflict
APP-028764,LOC-02,Midwest,MGR-002,Shopper,paid_social,0-5,full,2026-03-28,2026-03-31,2026-04-07,,,,background_clear,unresponsive_after_clear,,,
APP-028979,LOC-26,South,MGR-026,Car Courier,jobboard_a,11-20,full,2026-03-28,2026-03-28,2026-04-04,2026-04-06,2026-04-16,,onboarding_started,no_show_first_job,,,
APP-028769,LOC-30,South,MGR-030,Cargo Van Driver,app_store_organic,21-40,full,2026-03-28,2026-03-30,2026-04-02,2026-04-04,2026-04-11,2026-04-11,activated,,,,
APP-027959,LOC-34,West,MGR-034,Scooter Courier,paid_social,21-40,limited,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-026902,LOC-09,Midwest,MGR-009,Car Courier,search_ads,21-40,partial,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028760,LOC-33,South,MGR-033,Bike Courier,paid_social,0-5,partial,2026-03-28,2026-03-31,,,,,docs_submitted,abandoned_signup,,,
APP-027913,LOC-14,Northeast,MGR-014,Shopper,worker_referral,0-5,full,2026-03-28,,,,,,signed_up,abandoned_signup,,,
APP-029418,LOC-08,Midwest,MGR-008,Bike Courier,worker_referral,21-40,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-030021,LOC-18,Northeast,MGR-018,Bike Courier,paid_social,21-40,partial,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028766,LOC-16,Northeast,MGR-016,Car Courier,affiliate,0-5,limited,2026-03-28,2026-03-28,2026-03-31,2026-04-03,2026-04-06,2026-04-06,activated,,2026-04-25,19,schedule_conflict
APP-027112,LOC-20,Northeast,MGR-020,Car Courier,paid_social,40+,full,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-029413,LOC-06,Midwest,MGR-006,Car Courier,paid_social,11-20,full,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-029738,LOC-04,Midwest,MGR-004,Bike Courier,paid_social,6-10,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-027139,LOC-12,Northeast,MGR-012,Car Courier,paid_social,6-10,limited,2026-03-28,2026-03-29,2026-04-02,2026-04-06,2026-04-13,,onboarding_started,no_show_first_job,,,
APP-027931,LOC-07,Midwest,MGR-007,Bike Courier,search_ads,40+,full,2026-03-28,2026-03-29,,,,,docs_submitted,background_check_queue,,,
APP-027927,LOC-26,South,MGR-026,Car Courier,paid_social,11-20,partial,2026-03-28,2026-03-30,,,,,docs_submitted,abandoned_signup,,,
APP-027936,LOC-14,Northeast,MGR-014,Bike Courier,paid_social,6-10,full,2026-03-28,2026-03-31,2026-04-14,,,,background_clear,failed_background_check,,,
APP-029731,LOC-32,South,MGR-032,Car Courier,search_ads,40+,partial,2026-03-28,2026-03-30,,,,,docs_submitted,abandoned_signup,,,
APP-027160,LOC-15,Northeast,MGR-015,Bike Courier,affiliate,0-5,full,2026-03-28,2026-03-28,2026-04-03,2026-04-05,2026-04-10,2026-04-10,activated,,2026-04-14,4,voluntary_quit
APP-028261,LOC-07,Midwest,MGR-007,Scooter Courier,paid_social,0-5,partial,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-027158,LOC-13,Northeast,MGR-013,Shopper,jobboard_a,11-20,partial,2026-03-28,2026-03-28,2026-04-02,,,,background_clear,never_completed_docs,,,
APP-027131,LOC-25,South,MGR-025,Scooter Courier,paid_social,11-20,full,2026-03-28,2026-03-28,,,,,docs_submitted,background_check_queue,,,
APP-028262,LOC-11,Midwest,MGR-011,Shopper,jobboard_a,6-10,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-027937,LOC-17,Northeast,MGR-017,Bike Courier,paid_social,11-20,full,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-027939,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,0-5,full,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-028794,LOC-12,Northeast,MGR-012,Scooter Courier,jobboard_a,40+,limited,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-029240,LOC-15,Northeast,MGR-015,Car Courier,worker_referral,0-5,full,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-028798,LOC-33,South,MGR-033,Shopper,paid_social,0-5,partial,2026-03-28,,,,,,signed_up,abandoned_signup,,,
APP-028803,LOC-10,Midwest,MGR-010,Bike Courier,paid_social,11-20,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-029242,LOC-24,South,MGR-024,Shopper,paid_social,6-10,full,2026-03-28,2026-03-31,2026-04-05,2026-04-08,2026-04-10,2026-04-10,activated,,,,
APP-029722,LOC-13,Northeast,MGR-013,Shopper,paid_social,6-10,full,2026-03-28,2026-03-29,,,,,docs_submitted,abandoned_signup,,,
APP-027109,LOC-22,South,MGR-022,Car Courier,jobboard_a,21-40,partial,2026-03-28,2026-03-30,,,,,docs_submitted,abandoned_signup,,,
APP-028007,LOC-06,Midwest,MGR-006,Bike Courier,paid_social,6-10,full,2026-03-28,2026-03-30,,,,,docs_submitted,unresponsive,,,
APP-029750,LOC-34,West,MGR-034,Cargo Van Driver,app_store_organic,6-10,partial,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-028161,LOC-21,Northeast,MGR-021,Car Courier,paid_social,6-10,partial,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-029998,LOC-13,Northeast,MGR-013,Car Courier,paid_social,6-10,full,2026-03-28,2026-03-28,2026-04-03,,,,background_clear,failed_vehicle_check,,,
APP-027000,LOC-08,Midwest,MGR-008,Car Courier,app_store_organic,21-40,partial,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-029793,LOC-09,Midwest,MGR-009,Car Courier,paid_social,0-5,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028096,LOC-36,West,MGR-036,Shopper,paid_social,0-5,full,2026-03-28,2026-03-29,,,,,docs_submitted,background_check_queue,,,
APP-029797,LOC-28,South,MGR-028,Car Courier,paid_social,6-10,partial,2026-03-28,2026-03-31,,,,,docs_submitted,unresponsive,,,
APP-029799,LOC-21,Northeast,MGR-021,Cargo Van Driver,paid_social,21-40,full,2026-03-28,2026-03-31,2026-04-05,2026-04-06,2026-04-12,2026-04-12,activated,,2026-05-07,25,schedule_conflict
APP-028887,LOC-40,West,MGR-040,Scooter Courier,worker_referral,21-40,partial,2026-03-28,2026-03-28,,,,,docs_submitted,abandoned_signup,,,
APP-028896,LOC-07,Midwest,MGR-007,Shopper,paid_social,0-5,partial,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028063,LOC-01,Midwest,MGR-001,Scooter Courier,paid_social,11-20,full,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-028908,LOC-33,South,MGR-033,Shopper,paid_social,0-5,limited,2026-03-28,2026-03-28,2026-04-01,2026-04-03,2026-04-09,2026-04-09,activated,,,,
APP-029320,LOC-33,South,MGR-033,Shopper,paid_social,6-10,full,2026-03-28,,,,,,signed_up,abandoned_signup,,,
APP-028105,LOC-01,Midwest,MGR-001,Shopper,affiliate,11-20,full,2026-03-28,2026-03-28,,,,,docs_submitted,unresponsive,,,
APP-029299,LOC-40,West,MGR-040,Scooter Courier,paid_social,21-40,partial,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-028142,LOC-35,West,MGR-035,Car Courier,paid_social,6-10,limited,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-028917,LOC-41,West,MGR-041,Car Courier,affiliate,11-20,partial,2026-03-28,2026-03-29,,,,,docs_submitted,abandoned_signup,,,
APP-028107,LOC-37,West,MGR-037,Car Courier,affiliate,6-10,full,2026-03-28,2026-03-30,2026-04-04,,,,background_clear,failed_background_check,,,
APP-028111,LOC-28,South,MGR-028,Shopper,search_ads,6-10,full,2026-03-28,,,,,,signed_up,abandoned_signup,,,
APP-028114,LOC-11,Midwest,MGR-011,Bike Courier,paid_social,21-40,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028137,LOC-13,Northeast,MGR-013,Car Courier,affiliate,21-40,full,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-029803,LOC-15,Northeast,MGR-015,Car Courier,paid_social,11-20,full,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-028977,LOC-31,South,MGR-031,Shopper,jobboard_a,11-20,partial,2026-03-28,2026-03-30,2026-04-10,2026-04-12,2026-04-22,2026-04-22,activated,,,,
APP-029284,LOC-21,Northeast,MGR-021,Car Courier,paid_social,0-5,partial,2026-03-28,2026-03-31,2026-04-05,,,,background_clear,failed_background_check,,,
APP-028866,LOC-40,West,MGR-040,Shopper,paid_social,0-5,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028810,LOC-36,West,MGR-036,Scooter Courier,app_store_organic,0-5,limited,2026-03-28,2026-03-28,,,,,docs_submitted,background_check_queue,,,
APP-027102,LOC-40,West,MGR-040,Shopper,paid_social,40+,partial,2026-03-28,2026-03-31,2026-04-08,2026-04-08,2026-04-18,,onboarding_started,no_show_first_job,,,
APP-029257,LOC-15,Northeast,MGR-015,Scooter Courier,paid_social,11-20,partial,2026-03-28,2026-03-31,2026-04-07,2026-04-07,2026-04-16,2026-04-16,activated,,,,
APP-029376,LOC-02,Midwest,MGR-002,Car Courier,paid_social,11-20,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028218,LOC-26,South,MGR-026,Car Courier,jobboard_a,6-10,full,2026-03-28,2026-03-29,2026-04-06,2026-04-06,2026-04-10,,onboarding_started,no_show_first_job,,,
APP-029712,LOC-21,Northeast,MGR-021,Car Courier,worker_referral,21-40,full,2026-03-28,2026-03-31,2026-04-05,,,,background_clear,failed_vehicle_check,,,
APP-028829,LOC-02,Midwest,MGR-002,Shopper,paid_social,6-10,full,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-027080,LOC-21,Northeast,MGR-021,Car Courier,paid_social,11-20,full,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028195,LOC-28,South,MGR-028,Car Courier,app_store_organic,6-10,partial,2026-03-28,2026-03-28,2026-04-02,2026-04-04,2026-04-17,2026-04-17,activated,,,,
APP-029910,LOC-26,South,MGR-026,Shopper,paid_social,6-10,full,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-028836,LOC-03,Midwest,MGR-003,Car Courier,paid_social,11-20,full,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028015,LOC-06,Midwest,MGR-006,Car Courier,paid_social,11-20,limited,2026-03-28,,,,,,signed_up,docs_rejected,,,
APP-028173,LOC-27,South,MGR-027,Cargo Van Driver,paid_social,11-20,full,2026-03-28,,,,,,signed_up,failed_knockout,,,
APP-028025,LOC-31,South,MGR-031,Car Courier,paid_social,21-40,full,2026-03-28,,,,,,signed_up,incomplete_application,,,
APP-029348,LOC-13,Northeast,MGR-013,Bike Courier,affiliate,40+,full,2026-03-28,2026-03-30,2026-04-05,,,,background_clear,failed_background_check,,,
APP-027056,LOC-21,Northeast,MGR-021,Car Courier,jobboard_a,21-40,limited,2026-03-28,2026-03-28,2026-04-04,,,,background_clear,failed_vehicle_check,,,
APP-028035,LOC-09,Midwest,MGR-009,Shopper,paid_social,0-5,full,2026-03-28,,,,,,signed_up,abandoned_signup,,,
