application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,screened_at,interview_scheduled_at,interview_completed_at,offer_at,onboarding_started_at,scheduled_first_shift_at,first_shift_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-011540,LOC-31,South,MGR-031,Dispatcher,jobboard_c,21-40,full,2026-01-02,,,,,,,,applied,incomplete_application,,,
APP-012435,LOC-25,South,MGR-025,Package Handler,staffing_agency,21-40,limited,2026-01-02,2026-01-04,2026-01-14,2026-01-18,2026-01-19,2026-01-20,2026-01-27,2026-01-27,started,,2026-04-13,76,schedule_conflict
APP-012371,LOC-20,Northeast,MGR-020,Warehouse Associate,staffing_agency,11-20,limited,2026-01-02,,,,,,,,applied,incomplete_application,,,
APP-011467,LOC-11,Midwest,MGR-011,Team Lead,referral,21-40,full,2026-01-02,2026-01-03,2026-01-03,,,,,,interview_scheduled,interview_no_show,,,
APP-011686,LOC-34,West,MGR-034,Warehouse Associate,jobboard_a,11-20,partial,2026-01-02,2026-01-05,,,,,,,screened,unresponsive,,,
APP-012300,LOC-39,West,MGR-039,Warehouse Associate,jobboard_c,21-40,full,2026-01-02,2026-01-02,2026-01-02,2026-01-08,2026-01-10,2026-01-10,2026-01-19,2026-01-19,started,,,,
APP-011416,LOC-16,Northeast,MGR-016,Dispatcher,jobboard_b,0-5,partial,2026-01-02,,,,,,,,applied,failed_knockout,,,
APP-011450,LOC-10,Midwest,MGR-010,Delivery Driver,staffing_agency,0-5,partial,2026-01-02,2026-01-03,2026-01-05,2026-01-11,,,,,interview_completed,not_qualified,,,
APP-011885,LOC-24,South,MGR-024,Warehouse Associate,staffing_agency,0-5,partial,2026-01-02,2026-01-04,2026-01-06,2026-01-10,,,,,interview_completed,candidate_declined,,,
APP-012229,LOC-34,West,MGR-034,Package Handler,jobboard_c,11-20,full,2026-01-02,,,,,,,,applied,withdrew,,,
APP-011842,LOC-03,Midwest,MGR-003,Warehouse Associate,jobboard_b,21-40,partial,2026-01-02,,,,,,,,applied,availability_mismatch,,,
APP-011486,LOC-31,South,MGR-031,Delivery Driver,jobboard_a,6-10,full,2026-01-02,,,,,,,,applied,withdrew,,,
APP-011365,LOC-14,Northeast,MGR-014,Delivery Driver,jobboard_c,11-20,full,2026-01-02,,,,,,,,applied,incomplete_application,,,
APP-012140,LOC-34,West,MGR-034,Warehouse Associate,jobboard_c,40+,full,2026-01-02,2026-01-04,,,,,,,screened,unresponsive,,,
APP-011788,LOC-37,West,MGR-037,Warehouse Associate,career_site,21-40,full,2026-01-02,2026-01-02,2026-01-05,2026-01-06,2026-01-09,2026-01-11,2026-01-27,,onboarding_started,no_show_first_shift,,,
APP-012279,LOC-33,South,MGR-033,Package Handler,jobboard_a,11-20,limited,2026-01-02,2026-01-04,2026-01-05,2026-01-06,2026-01-07,2026-01-07,2026-01-17,2026-01-17,started,,,,
APP-012389,LOC-27,South,MGR-027,Dispatcher,staffing_agency,0-5,partial,2026-01-02,,,,,,,,applied,incomplete_application,,,
APP-011934,LOC-40,West,MGR-040,Warehouse Associate,career_site,0-5,partial,2026-01-02,2026-01-02,2026-01-10,2026-01-11,,,,,interview_completed,candidate_declined,,,
APP-011360,LOC-22,South,MGR-022,Package Handler,staffing_agency,0-5,full,2026-01-02,2026-01-03,2026-01-04,2026-01-06,2026-01-08,,,,offer_extended,offer_declined,,,
APP-011939,LOC-07,Midwest,MGR-007,Warehouse Associate,career_site,6-10,full,2026-01-02,2026-01-04,,,,,,,screened,no_interview_slot,,,
APP-012146,LOC-26,South,MGR-026,Package Handler,jobboard_c,0-5,full,2026-01-02,,,,,,,,applied,failed_knockout,,,
APP-012020,LOC-23,South,MGR-023,Package Handler,jobboard_a,6-10,full,2026-01-02,2026-01-05,2026-01-05,2026-01-08,2026-01-10,2026-01-12,2026-01-26,,onboarding_started,no_show_first_shift,,,
APP-011746,LOC-29,South,MGR-029,Delivery Driver,jobboard_a,0-5,limited,2026-01-02,,,,,,,,applied,withdrew,,,
APP-011236,LOC-36,West,MGR-036,Warehouse Associate,jobboard_a,6-10,partial,2026-01-02,2026-01-02,2026-01-09,2026-01-14,,,,,interview_completed,candidate_declined,,,
APP-012133,LOC-06,Midwest,MGR-006,Dispatcher,jobboard_c,6-10,full,2026-01-03,2026-01-04,2026-01-06,2026-01-07,2026-01-09,2026-01-09,2026-01-24,,onboarding_started,no_show_first_shift,,,
APP-012082,LOC-33,South,MGR-033,Delivery Driver,jobboard_c,11-20,full,2026-01-03,2026-01-06,2026-01-06,2026-01-07,2026-01-09,2026-01-10,2026-01-22,,onboarding_started,no_show_first_shift,,,
APP-011474,LOC-36,West,MGR-036,Package Handler,jobboard_c,11-20,partial,2026-01-03,2026-01-04,,,,,,,screened,no_interview_slot,,,
APP-011288,LOC-25,South,MGR-025,Delivery Driver,jobboard_c,21-40,partial,2026-01-03,,,,,,,,applied,withdrew,,,
APP-012148,LOC-11,Midwest,MGR-011,Team Lead,jobboard_c,11-20,full,2026-01-03,2026-01-03,,,,,,,screened,unresponsive,,,
APP-012149,LOC-30,South,MGR-030,Warehouse Associate,jobboard_c,11-20,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-011275,LOC-11,Midwest,MGR-011,Dispatcher,staffing_agency,11-20,partial,2026-01-03,2026-01-05,2026-01-06,,,,,,interview_scheduled,interview_no_show,,,
APP-012185,LOC-07,Midwest,MGR-007,Warehouse Associate,staffing_agency,6-10,full,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-011286,LOC-11,Midwest,MGR-011,Package Handler,jobboard_c,0-5,partial,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-011289,LOC-04,Midwest,MGR-004,Warehouse Associate,jobboard_c,6-10,limited,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-012000,LOC-36,West,MGR-036,Warehouse Associate,jobboard_a,21-40,partial,2026-01-03,2026-01-06,2026-01-12,2026-01-15,,,,,interview_completed,failed_background_check,,,
APP-012075,LOC-25,South,MGR-025,Delivery Driver,jobboard_c,11-20,partial,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-011887,LOC-35,West,MGR-035,Warehouse Associate,jobboard_c,11-20,limited,2026-01-03,2026-01-05,2026-01-08,2026-01-09,2026-01-09,2026-01-09,2026-01-25,2026-01-25,started,,2026-02-13,19,schedule_conflict
APP-011900,LOC-26,South,MGR-026,Dispatcher,jobboard_a,11-20,full,2026-01-03,2026-01-05,2026-01-08,2026-01-13,2026-01-16,2026-01-16,2026-01-22,2026-01-22,started,,,,
APP-011879,LOC-31,South,MGR-031,Warehouse Associate,jobboard_a,40+,full,2026-01-03,2026-01-04,,,,,,,screened,no_interview_slot,,,
APP-011875,LOC-07,Midwest,MGR-007,Warehouse Associate,staffing_agency,0-5,full,2026-01-03,2026-01-06,,,,,,,screened,no_interview_slot,,,
APP-011830,LOC-28,South,MGR-028,Package Handler,career_site,11-20,limited,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-011792,LOC-25,South,MGR-025,Warehouse Associate,referral,21-40,partial,2026-01-03,2026-01-06,2026-01-16,2026-01-17,,,,,interview_completed,not_qualified,,,
APP-011737,LOC-03,Midwest,MGR-003,Warehouse Associate,jobboard_c,11-20,full,2026-01-03,2026-01-03,2026-01-15,2026-01-18,2026-01-19,2026-01-20,2026-01-28,2026-01-28,started,,,,
APP-011723,LOC-15,Northeast,MGR-015,Warehouse Associate,jobboard_c,0-5,limited,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-011702,LOC-09,Midwest,MGR-009,Delivery Driver,jobboard_c,0-5,limited,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-011339,LOC-12,Northeast,MGR-012,Delivery Driver,jobboard_a,6-10,partial,2026-01-03,,,,,,,,applied,withdrew,,,
APP-012076,LOC-42,West,MGR-042,Package Handler,jobboard_c,11-20,limited,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-011674,LOC-33,South,MGR-033,Warehouse Associate,jobboard_c,0-5,full,2026-01-03,2026-01-05,2026-01-05,2026-01-07,,,,,interview_completed,candidate_declined,,,
APP-011957,LOC-40,West,MGR-040,Delivery Driver,jobboard_c,21-40,full,2026-01-03,2026-01-04,2026-01-10,2026-01-16,2026-01-19,2026-01-19,2026-02-01,,onboarding_started,no_show_first_shift,,,
APP-011623,LOC-09,Midwest,MGR-009,Team Lead,jobboard_c,11-20,partial,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-011584,LOC-22,South,MGR-022,Delivery Driver,jobboard_c,11-20,limited,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-011569,LOC-16,Northeast,MGR-016,Warehouse Associate,referral,11-20,limited,2026-01-03,2026-01-05,2026-01-05,2026-01-11,,,,,interview_completed,candidate_declined,,,
APP-012004,LOC-36,West,MGR-036,Warehouse Associate,staffing_agency,11-20,full,2026-01-03,2026-01-03,,,,,,,screened,no_interview_slot,,,
APP-012007,LOC-06,Midwest,MGR-006,Package Handler,career_site,6-10,full,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-012024,LOC-24,South,MGR-024,Package Handler,jobboard_c,6-10,limited,2026-01-03,2026-01-05,2026-01-06,2026-01-09,,,,,interview_completed,candidate_declined,,,
APP-011538,LOC-02,Midwest,MGR-002,Team Lead,jobboard_c,0-5,limited,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-011496,LOC-22,South,MGR-022,Package Handler,jobboard_c,6-10,full,2026-01-03,2026-01-06,2026-01-09,2026-01-13,,,,,interview_completed,not_qualified,,,
APP-012065,LOC-23,South,MGR-023,Team Lead,jobboard_c,0-5,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-011653,LOC-21,Northeast,MGR-021,Package Handler,jobboard_c,6-10,full,2026-01-03,2026-01-03,,,,,,,screened,recruiter_no_action,,,
APP-011762,LOC-06,Midwest,MGR-006,Delivery Driver,jobboard_c,6-10,full,2026-01-03,2026-01-03,2026-01-03,2026-01-06,,,,,interview_completed,candidate_declined,,,
APP-010996,LOC-36,West,MGR-036,Package Handler,jobboard_c,6-10,full,2026-01-03,2026-01-04,,,,,,,screened,no_interview_slot,,,
APP-011373,LOC-02,Midwest,MGR-002,Warehouse Associate,staffing_agency,6-10,full,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-010173,LOC-12,Northeast,MGR-012,Delivery Driver,jobboard_c,0-5,partial,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-008759,LOC-16,Northeast,MGR-016,Warehouse Associate,jobboard_c,6-10,limited,2026-01-03,2026-01-06,2026-01-06,2026-01-11,2026-01-13,2026-01-15,2026-01-24,,onboarding_started,no_show_first_shift,,,
APP-008521,LOC-27,South,MGR-027,Package Handler,jobboard_c,11-20,full,2026-01-03,2026-01-03,2026-01-05,2026-01-08,2026-01-09,2026-01-09,2026-01-18,2026-01-18,started,,,,
APP-008070,LOC-37,West,MGR-037,Warehouse Associate,jobboard_c,0-5,limited,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-009977,LOC-25,South,MGR-025,Team Lead,jobboard_c,40+,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-008239,LOC-12,Northeast,MGR-012,Warehouse Associate,jobboard_c,11-20,partial,2026-01-03,2026-01-06,2026-01-07,,,,,,interview_scheduled,interview_no_show,,,
APP-010276,LOC-39,West,MGR-039,Warehouse Associate,jobboard_c,21-40,partial,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-008800,LOC-16,Northeast,MGR-016,Warehouse Associate,jobboard_c,11-20,full,2026-01-03,,,,,,,,applied,withdrew,,,
APP-009909,LOC-22,South,MGR-022,Warehouse Associate,jobboard_c,40+,partial,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-008370,LOC-23,South,MGR-023,Dispatcher,jobboard_c,21-40,partial,2026-01-03,2026-01-04,2026-01-07,2026-01-09,,,,,interview_completed,failed_background_check,,,
APP-009893,LOC-05,Midwest,MGR-005,Package Handler,jobboard_c,0-5,partial,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-010321,LOC-12,Northeast,MGR-012,Delivery Driver,jobboard_c,21-40,partial,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-012216,LOC-14,Northeast,MGR-014,Warehouse Associate,jobboard_c,21-40,full,2026-01-03,,,,,,,,applied,withdrew,,,
APP-008510,LOC-34,West,MGR-034,Warehouse Associate,jobboard_c,6-10,partial,2026-01-03,,,,,,,,applied,withdrew,,,
APP-008826,LOC-35,West,MGR-035,Warehouse Associate,jobboard_c,6-10,partial,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-011080,LOC-05,Midwest,MGR-005,Package Handler,jobboard_c,0-5,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-008207,LOC-22,South,MGR-022,Warehouse Associate,jobboard_c,6-10,partial,2026-01-03,2026-01-05,2026-01-08,2026-01-11,,,,,interview_completed,failed_background_check,,,
APP-009593,LOC-36,West,MGR-036,Warehouse Associate,jobboard_c,21-40,full,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-008692,LOC-37,West,MGR-037,Warehouse Associate,jobboard_c,6-10,limited,2026-01-03,2026-01-03,2026-01-04,,,,,,interview_scheduled,interview_no_show,,,
APP-009635,LOC-35,West,MGR-035,Warehouse Associate,jobboard_c,21-40,limited,2026-01-03,2026-01-05,,,,,,,screened,withdrew,,,
APP-009657,LOC-23,South,MGR-023,Dispatcher,jobboard_c,21-40,full,2026-01-03,2026-01-05,2026-01-07,2026-01-09,,,,,interview_completed,not_qualified,,,
APP-008423,LOC-08,Midwest,MGR-008,Package Handler,jobboard_c,21-40,full,2026-01-03,2026-01-04,2026-01-07,2026-01-08,,,,,interview_completed,not_qualified,,,
APP-009477,LOC-36,West,MGR-036,Delivery Driver,jobboard_c,0-5,limited,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-008927,LOC-35,West,MGR-035,Warehouse Associate,jobboard_c,6-10,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-009717,LOC-21,Northeast,MGR-021,Delivery Driver,jobboard_c,0-5,full,2026-01-03,2026-01-05,,,,,,,screened,withdrew,,,
APP-009755,LOC-05,Midwest,MGR-005,Warehouse Associate,jobboard_c,40+,partial,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-008090,LOC-34,West,MGR-034,Dispatcher,jobboard_c,0-5,limited,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-009764,LOC-21,Northeast,MGR-021,Warehouse Associate,jobboard_c,0-5,partial,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-008713,LOC-39,West,MGR-039,Warehouse Associate,jobboard_c,11-20,limited,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-009794,LOC-06,Midwest,MGR-006,Warehouse Associate,jobboard_c,6-10,full,2026-01-03,2026-01-06,2026-01-07,2026-01-08,,,,,interview_completed,not_qualified,,,
APP-010375,LOC-19,Northeast,MGR-019,Dispatcher,jobboard_c,6-10,partial,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-008179,LOC-14,Northeast,MGR-014,Delivery Driver,jobboard_c,6-10,partial,2026-01-03,2026-01-06,2026-01-14,2026-01-20,,,,,interview_completed,candidate_declined,,,
APP-010150,LOC-13,Northeast,MGR-013,Package Handler,jobboard_c,11-20,full,2026-01-03,2026-01-06,2026-01-09,,,,,,interview_scheduled,interview_no_show,,,
APP-008282,LOC-06,Midwest,MGR-006,Package Handler,jobboard_c,6-10,full,2026-01-03,2026-01-04,2026-01-05,2026-01-09,,,,,interview_completed,not_qualified,,,
APP-012538,LOC-03,Midwest,MGR-003,Warehouse Associate,jobboard_b,21-40,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-008626,LOC-22,South,MGR-022,Delivery Driver,jobboard_c,21-40,partial,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-011262,LOC-05,Midwest,MGR-005,Package Handler,jobboard_c,40+,partial,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-009127,LOC-22,South,MGR-022,Delivery Driver,jobboard_c,21-40,partial,2026-01-03,2026-01-03,2026-01-06,2026-01-07,,,,,interview_completed,not_qualified,,,
APP-012291,LOC-33,South,MGR-033,Delivery Driver,jobboard_c,6-10,partial,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-012312,LOC-42,West,MGR-042,Package Handler,jobboard_c,0-5,limited,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-008661,LOC-26,South,MGR-026,Delivery Driver,jobboard_c,6-10,full,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-009183,LOC-32,South,MGR-032,Warehouse Associate,jobboard_c,6-10,limited,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-009188,LOC-35,West,MGR-035,Team Lead,jobboard_c,0-5,partial,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-009196,LOC-15,Northeast,MGR-015,Package Handler,jobboard_c,40+,limited,2026-01-03,2026-01-06,2026-01-06,2026-01-11,2026-01-11,2026-01-11,2026-01-26,2026-01-26,started,,,,
APP-012380,LOC-03,Midwest,MGR-003,Warehouse Associate,staffing_agency,6-10,full,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-011247,LOC-27,South,MGR-027,Delivery Driver,referral,0-5,limited,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-009550,LOC-30,South,MGR-030,Warehouse Associate,jobboard_c,11-20,limited,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-012392,LOC-32,South,MGR-032,Dispatcher,referral,6-10,partial,2026-01-03,2026-01-04,,,,,,,screened,unresponsive,,,
APP-012401,LOC-42,West,MGR-042,Package Handler,jobboard_c,0-5,limited,2026-01-03,2026-01-04,2026-01-05,2026-01-11,,,,,interview_completed,not_qualified,,,
APP-011246,LOC-28,South,MGR-028,Warehouse Associate,jobboard_b,0-5,full,2026-01-03,,,,,,,,applied,withdrew,,,
APP-009280,LOC-38,West,MGR-038,Delivery Driver,jobboard_c,11-20,limited,2026-01-03,2026-01-05,2026-01-08,,,,,,interview_scheduled,interview_no_show,,,
APP-009370,LOC-41,West,MGR-041,Warehouse Associate,jobboard_c,6-10,full,2026-01-03,,,,,,,,applied,incomplete_application,,,
APP-008059,LOC-28,South,MGR-028,Warehouse Associate,jobboard_c,21-40,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-009348,LOC-41,West,MGR-041,Team Lead,jobboard_c,0-5,full,2026-01-03,,,,,,,,applied,failed_knockout,,,
APP-010757,LOC-28,South,MGR-028,Package Handler,jobboard_c,21-40,full,2026-01-03,,,,,,,,applied,withdrew,,,
APP-012455,LOC-38,West,MGR-038,Delivery Driver,career_site,6-10,limited,2026-01-03,,,,,,,,applied,availability_mismatch,,,
APP-010809,LOC-23,South,MGR-023,Package Handler,jobboard_c,6-10,partial,2026-01-03,2026-01-04,2026-01-05,2026-01-09,2026-01-09,,,,offer_extended,unresponsive_after_offer,,,
APP-008468,LOC-30,South,MGR-030,Warehouse Associate,jobboard_c,6-10,partial,2026-01-03,2026-01-04,,,,,,,screened,withdrew,,,
APP-012445,LOC-20,Northeast,MGR-020,Warehouse Associate,career_site,0-5,partial,2026-01-03,2026-01-04,2026-01-04,2026-01-10,2026-01-11,2026-01-12,2026-01-16,2026-01-16,started,,2026-02-02,17,found_other_job
APP-012437,LOC-31,South,MGR-031,Delivery Driver,career_site,6-10,limited,2026-01-03,2026-01-06,2026-01-12,2026-01-15,,,,,interview_completed,not_qualified,,,
APP-011235,LOC-12,Northeast,MGR-012,Warehouse Associate,referral,0-5,partial,2026-01-03,2026-01-06,2026-01-09,2026-01-10,2026-01-12,2026-01-14,2026-01-22,2026-01-22,started,,,,
APP-012434,LOC-36,West,MGR-036,Package Handler,jobboard_c,21-40,partial,2026-01-03,,,,,,,,applied,withdrew,,,
APP-009327,LOC-42,West,MGR-042,Package Handler,jobboard_c,21-40,full,2026-01-03,2026-01-03,,,,,,,screened,withdrew,,,
APP-011463,LOC-34,West,MGR-034,Warehouse Associate,referral,6-10,partial,2026-01-04,2026-01-04,2026-01-04,,,,,,interview_scheduled,interview_no_show,,,
APP-011438,LOC-03,Midwest,MGR-003,Warehouse Associate,jobboard_c,11-20,full,2026-01-04,2026-01-05,,,,,,,screened,no_interview_slot,,,
APP-011493,LOC-20,Northeast,MGR-020,Package Handler,staffing_agency,21-40,full,2026-01-04,2026-01-04,2026-01-04,2026-01-10,2026-01-13,2026-01-13,2026-01-21,2026-01-21,started,,,,
APP-011409,LOC-35,West,MGR-035,Warehouse Associate,jobboard_a,0-5,partial,2026-01-04,2026-01-07,2026-01-09,,,,,,interview_scheduled,interview_no_show,,,
APP-011464,LOC-31,South,MGR-031,Delivery Driver,jobboard_c,21-40,partial,2026-01-04,2026-01-07,2026-01-17,2026-01-21,,,,,interview_completed,candidate_declined,,,
APP-011499,LOC-30,South,MGR-030,Package Handler,staffing_agency,21-40,partial,2026-01-04,2026-01-05,,,,,,,screened,unresponsive,,,
APP-012188,LOC-33,South,MGR-033,Delivery Driver,jobboard_c,11-20,full,2026-01-04,2026-01-07,2026-01-09,2026-01-10,,,,,interview_completed,not_qualified,,,
APP-011729,LOC-16,Northeast,MGR-016,Team Lead,jobboard_c,6-10,limited,2026-01-04,,,,,,,,applied,failed_knockout,,,
APP-012253,LOC-27,South,MGR-027,Warehouse Associate,jobboard_c,11-20,full,2026-01-04,,,,,,,,applied,failed_knockout,,,
APP-012256,LOC-36,West,MGR-036,Package Handler,jobboard_a,6-10,partial,2026-01-04,2026-01-04,2026-01-15,2026-01-19,2026-01-19,2026-01-21,2026-01-29,2026-01-29,started,,,,
APP-012158,LOC-35,West,MGR-035,Package Handler,jobboard_c,6-10,partial,2026-01-04,,,,,,,,applied,withdrew,,,
APP-012286,LOC-17,Northeast,MGR-017,Delivery Driver,jobboard_b,11-20,partial,2026-01-04,,,,,,,,applied,failed_knockout,,,
APP-012315,LOC-09,Midwest,MGR-009,Warehouse Associate,career_site,21-40,partial,2026-01-04,,,,,,,,applied,availability_mismatch,,,
APP-012131,LOC-15,Northeast,MGR-015,Warehouse Associate,jobboard_c,6-10,full,2026-01-04,,,,,,,,applied,availability_mismatch,,,
APP-012321,LOC-24,South,MGR-024,Dispatcher,jobboard_c,6-10,full,2026-01-04,2026-01-05,2026-01-07,2026-01-12,,,,,interview_completed,candidate_declined,,,
APP-012108,LOC-21,Northeast,MGR-021,Team Lead,jobboard_c,0-5,full,2026-01-04,,,,,,,,applied,withdrew,,,
APP-012342,LOC-40,West,MGR-040,Dispatcher,jobboard_c,6-10,limited,2026-01-04,2026-01-04,2026-01-09,2026-01-10,2026-01-10,2026-01-10,2026-01-18,2026-01-18,started,,,,
APP-012368,LOC-30,South,MGR-030,Package Handler,jobboard_c,0-5,partial,2026-01-04,2026-01-04,,,,,,,screened,unresponsive,,,
APP-012413,LOC-11,Midwest,MGR-011,Warehouse Associate,career_site,21-40,limited,2026-01-04,2026-01-06,,,,,,,screened,withdrew,,,
APP-012418,LOC-11,Midwest,MGR-011,Package Handler,jobboard_a,11-20,partial,2026-01-04,2026-01-06,2026-01-07,2026-01-09,2026-01-11,2026-01-12,2026-01-25,,onboarding_started,no_show_first_shift,,,
APP-012420,LOC-37,West,MGR-037,Warehouse Associate,career_site,0-5,full,2026-01-04,2026-01-06,2026-01-06,2026-01-07,2026-01-09,,,,offer_extended,failed_dot_medical,,,
APP-012428,LOC-20,Northeast,MGR-020,Package Handler,staffing_agency,0-5,partial,2026-01-04,2026-01-06,,,,,,,screened,unresponsive,,,
APP-012454,LOC-26,South,MGR-026,Dispatcher,jobboard_a,11-20,partial,2026-01-04,2026-01-06,2026-01-07,2026-01-11,2026-01-12,2026-01-14,2026-01-23,2026-01-23,started,,,,
APP-012463,LOC-33,South,MGR-033,Team Lead,referral,0-5,partial,2026-01-04,2026-01-06,2026-01-09,,,,,,interview_scheduled,interview_no_show,,,
APP-011996,LOC-29,South,MGR-029,Team Lead,referral,0-5,full,2026-01-04,2026-01-04,2026-01-07,2026-01-13,2026-01-13,2026-01-14,2026-01-30,,onboarding_started,no_show_first_shift,,,
APP-012475,LOC-17,Northeast,MGR-017,Warehouse Associate,jobboard_c,6-10,full,2026-01-04,2026-01-06,2026-01-08,2026-01-10,2026-01-13,2026-01-14,2026-01-26,2026-01-26,started,,,,
APP-012487,LOC-32,South,MGR-032,Delivery Driver,jobboard_b,0-5,limited,2026-01-04,,,,,,,,applied,failed_knockout,,,
APP-011944,LOC-02,Midwest,MGR-002,Package Handler,jobboard_b,6-10,partial,2026-01-04,,,,,,,,applied,availability_mismatch,,,
APP-011918,LOC-23,South,MGR-023,Package Handler,staffing_agency,11-20,full,2026-01-04,2026-01-04,2026-01-07,,,,,,interview_scheduled,interview_no_show,,,
APP-011916,LOC-09,Midwest,MGR-009,Delivery Driver,jobboard_c,40+,full,2026-01-04,,,,,,,,applied,withdrew,,,
APP-011872,LOC-13,Northeast,MGR-013,Package Handler,jobboard_c,21-40,full,2026-01-04,2026-01-06,2026-01-07,2026-01-10,2026-01-12,,,,offer_extended,failed_dot_medical,,,
APP-011852,LOC-39,West,MGR-039,Warehouse Associate,jobboard_a,21-40,full,2026-01-04,,,,,,,,applied,incomplete_application,,,
APP-011769,LOC-28,South,MGR-028,Warehouse Associate,jobboard_a,11-20,partial,2026-01-04,,,,,,,,applied,failed_knockout,,,
APP-011660,LOC-18,Northeast,MGR-018,Package Handler,staffing_agency,11-20,limited,2026-01-04,,,,,,,,applied,incomplete_application,,,
APP-011873,LOC-29,South,MGR-029,Delivery Driver,referral,11-20,partial,2026-01-04,2026-01-06,2026-01-07,2026-01-13,2026-01-16,2026-01-16,2026-01-22,2026-01-22,started,,,,
APP-012221,LOC-34,West,MGR-034,Warehouse Associate,jobboard_a,11-20,full,2026-01-04,,,,,,,,applied,failed_knockout,,,
APP-011352,LOC-18,Northeast,MGR-018,Warehouse Associate,jobboard_c,21-40,partial,2026-01-04,,,,,,,,applied,failed_knockout,,,
APP-011221,LOC-40,West,MGR-040,Warehouse Associate,jobboard_b,11-20,partial,2026-01-04,,,,,,,,applied,incomplete_application,,,
APP-011277,LOC-26,South,MGR-026,Package Handler,jobboard_a,11-20,limited,2026-01-04,2026-01-04,2026-01-04,2026-01-07,2026-01-07,2026-01-09,2026-01-19,,onboarding_started,no_show_first_shift,,,
APP-011335,LOC-39,West,MGR-039,Warehouse Associate,career_site,6-10,full,2026-01-04,,,,,,,,applied,withdrew,,,
APP-011229,LOC-20,Northeast,MGR-020,Package Handler,jobboard_a,0-5,full,2026-01-04,2026-01-07,2026-01-09,2026-01-12,,,,,interview_completed,candidate_declined,,,
APP-011294,LOC-31,South,MGR-031,Package Handler,jobboard_c,11-20,partial,2026-01-04,,,,,,,,applied,incomplete_application,,,
APP-011361,LOC-42,West,MGR-042,Warehouse Associate,referral,11-20,full,2026-01-04,2026-01-04,2026-01-05,2026-01-08,2026-01-08,2026-01-08,2026-01-12,,onboarding_started,no_show_first_shift,,,
APP-012350,LOC-30,South,MGR-030,Warehouse Associate,jobboard_b,11-20,full,2026-01-05,2026-01-08,2026-01-11,2026-01-13,2026-01-13,2026-01-14,2026-01-25,2026-01-25,started,,,,
APP-011904,LOC-20,Northeast,MGR-020,Warehouse Associate,jobboard_c,11-20,partial,2026-01-05,2026-01-08,2026-01-10,2026-01-15,2026-01-18,2026-01-20,2026-02-02,,onboarding_started,no_show_first_shift,,,
APP-011906,LOC-19,Northeast,MGR-019,Package Handler,staffing_agency,6-10,full,2026-01-05,2026-01-08,,,,,,,screened,no_interview_slot,,,
APP-012334,LOC-14,Northeast,MGR-014,Warehouse Associate,career_site,6-10,partial,2026-01-05,2026-01-06,,,,,,,screened,no_interview_slot,,,
